"","cities","countries","aqi_table.X2024"
"8123","Vaqueiros","Portugal",4.2
"8124","Laza","Spain",4.2
"8125","Benicasim","Spain",4.2
"8126","Gambarogno","Switzerland",4.2
"8127","Alamo Lake","USA",4.2
"8128","Sedona","USA",4.2
"8129","Alhambra Valley","USA",4.2
"8130","Berkeley","USA",4.2
"8131","Briones","USA",4.2
"8132","Clayton","USA",4.2
"8133","Finley","USA",4.2
"8134","Forestville","USA",4.2
"8135","Fort Bragg","USA",4.2
"8136","Kentfield","USA",4.2
"8137","La Selva Beach","USA",4.2
"8138","North Lakeport","USA",4.2
"8139","Novato","USA",4.2
"8140","Port Hueneme","USA",4.2
"8141","Rail Road Flat","USA",4.2
"8142","Rancho Murieta","USA",4.2
"8143","San Francisco","USA",4.2
"8144","San Rafael","USA",4.2
"8145","Sheep Ranch","USA",4.2
"8146","Shelter Cove","USA",4.2
"8147","Solvang","USA",4.2
"8148","South San Francisco","USA",4.2
"8149","Willows","USA",4.2
"8150","Towaoc","USA",4.2
"8151","Woodland Park","USA",4.2
"8152","Bokeelia","USA",4.2
"8153","Glenvar Heights","USA",4.2
"8154","Safety Harbor","USA",4.2
"8155","Kahului","USA",4.2
"8156","Winslow","USA",4.2
"8157","Sunderland","USA",4.2
"8158","Grand Portage","USA",4.2
"8159","Orr","USA",4.2
"8160","Goldfield","USA",4.2
"8161","Kingsbury","USA",4.2
"8162","Mesquite","USA",4.2
"8163","Virginia City Highlands","USA",4.2
"8164","Forest Hills","USA",4.2
"8165","Pisgah Forest","USA",4.2
"8166","Oberlin","USA",4.2
"8167","Bunker Hill","USA",4.2
"8168","Newport","USA",4.2
"8169","Newport","USA",4.2
"8170","Paradise","USA",4.2
"8171","Arlington","USA",4.2
"8172","Bremerton","USA",4.2
"8173","Longview Heights","USA",4.2
"8174","Lynnwood","USA",4.2
"8175","Pacific","USA",4.2
"8176","Ridgefield","USA",4.2
"8177","Underwood","USA",4.2
"8178","Wellpinit","USA",4.2
"8179","Westport","USA",4.2
"8180","Mannington","USA",4.2
"8181","Superior","USA",4.2
"8182","Taylor","USA",4.2
"8183","Pinedale","USA",4.2
"8184","Lyneham","Australia",4.1
"8185","Coffs Harbour","Australia",4.1
"8186","Campbell Town","Australia",4.1
"8187","East Launceston","Australia",4.1
"8188","Lilydale","Australia",4.1
"8189","Wynyard","Australia",4.1
"8190","Habay","Belgium",4.1
"8191","Viroinval","Belgium",4.1
"8192","Nanaimo","Canada",4.1
"8193","Port Alberni","Canada",4.1
"8194","Port Coquitlam","Canada",4.1
"8195","Victoria","Canada",4.1
"8196","Buchans","Canada",4.1
"8197","Halifax","Canada",4.1
"8198","Dorset","Canada",4.1
"8199","Saint-Hilaire-de-Dorset","Canada",4.1
"8200","Hylkje","Norway",4.1
"8201","Borre","Norway",4.1
"8202","West Hoathly","United Kingdom",4.1
"8203","Aberfoyle","United Kingdom",4.1
"8204","Doune","United Kingdom",4.1
"8205","Linlithgow","United Kingdom",4.1
"8206","Buckeye","USA",4.1
"8207","Grand Canyon Village","USA",4.1
"8208","Sahuarita","USA",4.1
"8209","Black Point-Green Point","USA",4.1
"8210","Brookdale","USA",4.1
"8211","Clearlake Riviera","USA",4.1
"8212","Coleville","USA",4.1
"8213","Cotati","USA",4.1
"8214","Cupertino","USA",4.1
"8215","Darrah","USA",4.1
"8216","Davenport","USA",4.1
"8217","Homewood","USA",4.1
"8218","Ladera","USA",4.1
"8219","Little Grass Valley","USA",4.1
"8220","Los Altos","USA",4.1
"8221","Napa","USA",4.1
"8222","Orinda","USA",4.1
"8223","Ross","USA",4.1
"8224","San Carlos","USA",4.1
"8225","Sonoma","USA",4.1
"8226","Tehachapi","USA",4.1
"8227","Walker","USA",4.1
"8228","Woodlands","USA",4.1
"8229","Cortez","USA",4.1
"8230","Mancos","USA",4.1
"8231","Key West","USA",4.1
"8232","Ridge Wood Heights","USA",4.1
"8233","Honolulu","USA",4.1
"8234","Oak Bluffs","USA",4.1
"8235","Southborough","USA",4.1
"8236","Merritt","USA",4.1
"8237","Crosby","USA",4.1
"8238","Lutsen","USA",4.1
"8239","Incline Village","USA",4.1
"8240","Jean","USA",4.1
"8241","Agua Fria","USA",4.1
"8242","Johnsburg","USA",4.1
"8243","Hampstead","USA",4.1
"8244","Harrisburg","USA",4.1
"8245","Welches","USA",4.1
"8246","Pierre","USA",4.1
"8247","Underhill","USA",4.1
"8248","Burien","USA",4.1
"8249","Darrington","USA",4.1
"8250","East Renton Highlands","USA",4.1
"8251","Leavenworth","USA",4.1
"8252","Lynden","USA",4.1
"8253","Palouse","USA",4.1
"8254","Ritzville","USA",4.1
"8255","Seattle","USA",4.1
"8256","Tumwater","USA",4.1
"8257","Axams","Austria",4
"8258","Pemberton","Canada",4
"8259","Saint Peters","Canada",4
"8260","Narvik","Norway",4
"8261","Chelyabinsk","Russia",4
"8262","Church Hill","United Kingdom",4
"8263","Barro","USA",4
"8264","Bear Valley Springs","USA",4
"8265","Belmont","USA",4
"8266","Boyes Hot Springs","USA",4
"8267","Brisbane","USA",4
"8268","Camino Tassajara","USA",4
"8269","Corte Madera","USA",4
"8270","Diablo","USA",4
"8271","Emerald Lake Hills","USA",4
"8272","Fairbanks Ranch","USA",4
"8273","Gualala","USA",4
"8274","Half Moon Bay","USA",4
"8275","Kelseyville","USA",4
"8276","Kenwood","USA",4
"8277","Larkfield-Wikiup","USA",4
"8278","Loyola","USA",4
"8279","Lucas Valley-Marinwood","USA",4
"8280","Menlo Park","USA",4
"8281","Pismo Beach","USA",4
"8282","San Anselmo","USA",4
"8283","San Juan Bautista","USA",4
"8284","San Lorenzo Park","USA",4
"8285","San Mateo","USA",4
"8286","Santa Cruz","USA",4
"8287","Santa Rosa","USA",4
"8288","Temelec","USA",4
"8289","Woodacre","USA",4
"8290","Basalt","USA",4
"8291","Breckenridge","USA",4
"8292","El Jebel","USA",4
"8293","Hayden","USA",4
"8294","Oak Creek","USA",4
"8295","Saint George","USA",4
"8296","Brandywine","USA",4
"8297","Concord","USA",4
"8298","Sherborn","USA",4
"8299","Cheboygan","USA",4
"8300","Ely","USA",4
"8301","Zephyr Cove","USA",4
"8302","Los Alamos","USA",4
"8303","Wilmington","USA",4
"8304","Drain","USA",4
"8305","Happy Valley","USA",4
"8306","Oregon City","USA",4
"8307","Bothell","USA",4
"8308","Castle Rock","USA",4
"8309","Edmonds","USA",4
"8310","Gig Harbor","USA",4
"8311","Mountlake Terrace","USA",4
"8312","Olympia","USA",4
"8313","Picnic Point-North Lynnwood","USA",4
"8314","Poulsbo","USA",4
"8315","Quincy","USA",4
"8316","Woods Creek","USA",4
"8317","Yacolt","USA",4
"8318","Ashland","USA",4
"8319","Canberra","Australia",3.9
"8320","Millthorpe","Australia",3.9
"8321","Hamilton","Australia",3.9
"8322","Mildura","Australia",3.9
"8323","Hope","Canada",3.9
"8324","North Vancouver","Canada",3.9
"8325","Oak Bay","Canada",3.9
"8326","Fredericton","Canada",3.9
"8327","Queens County","Canada",3.9
"8328","St Andrews","Canada",3.9
"8329","St. Anthony","Canada",3.9
"8330","Pictou","Canada",3.9
"8331","Malartic","Canada",3.9
"8332","Senneterre","Canada",3.9
"8333","Whitehorse","Canada",3.9
"8334","Voore","Estonia",3.9
"8335","Saint-Denis","France",3.9
"8336","Saint-Paul","France",3.9
"8337","Norr Malma","Sweden",3.9
"8338","Fox","USA",3.9
"8339","Juneau","USA",3.9
"8340","New River","USA",3.9
"8341","Aptos","USA",3.9
"8342","Atherton","USA",3.9
"8343","Belvedere","USA",3.9
"8344","Del Monte Forest","USA",3.9
"8345","Eureka","USA",3.9
"8346","Ferndale","USA",3.9
"8347","Geyserville","USA",3.9
"8348","Graton","USA",3.9
"8349","Hopland","USA",3.9
"8350","Kensington","USA",3.9
"8351","Kings Beach","USA",3.9
"8352","Lockwood","USA",3.9
"8353","Los Altos Hills","USA",3.9
"8354","Mendocino","USA",3.9
"8355","Paicines","USA",3.9
"8356","Penngrove","USA",3.9
"8357","Pioneer","USA",3.9
"8358","Santa Ynez","USA",3.9
"8359","Sausalito","USA",3.9
"8360","Sleepy Hollow","USA",3.9
"8361","St. Helena","USA",3.9
"8362","Trinidad","USA",3.9
"8363","Aspen","USA",3.9
"8364","Collbran","USA",3.9
"8365","Glenwood Springs","USA",3.9
"8366","Keystone","USA",3.9
"8367","Longmeadow","USA",3.9
"8368","Northborough","USA",3.9
"8369","Swansea","USA",3.9
"8370","Glenbrook","USA",3.9
"8371","Smith Valley","USA",3.9
"8372","Peterborough","USA",3.9
"8373","New Hampton","USA",3.9
"8374","Cedar Mill","USA",3.9
"8375","Corvallis","USA",3.9
"8376","Maupin","USA",3.9
"8377","Rainier","USA",3.9
"8378","West Greenwich","USA",3.9
"8379","West Jordan","USA",3.9
"8380","Des Moines","USA",3.9
"8381","Freeland","USA",3.9
"8382","La Center","USA",3.9
"8383","Maple Valley","USA",3.9
"8384","Nile","USA",3.9
"8385","Normandy Park","USA",3.9
"8386","Riverbend","USA",3.9
"8387","Central Coast","Australia",3.8
"8388","Merimbula","Australia",3.8
"8389","Orange","Australia",3.8
"8390","Quinns Rocks","Australia",3.8
"8391","Gibsons","Canada",3.8
"8392","Terrace","Canada",3.8
"8393","Shelburne","Canada",3.8
"8394","Mont-Laurier","Canada",3.8
"8395","Rageade","France",3.8
"8396","Munstertal/Schwarzwald","Germany",3.8
"8397","Reykjavík","Iceland",3.8
"8398","Newquay","United Kingdom",3.8
"8399","Arbuckle","USA",3.8
"8400","Calistoga","USA",3.8
"8401","Daly City","USA",3.8
"8402","Glen Ellen","USA",3.8
"8403","Guadalupe","USA",3.8
"8404","Healdsburg","USA",3.8
"8405","Hidden Valley Lake","USA",3.8
"8406","Highlands","USA",3.8
"8407","Hillsborough","USA",3.8
"8408","Larkspur","USA",3.8
"8409","Mill Valley","USA",3.8
"8410","Monte Sereno","USA",3.8
"8411","Pacifica","USA",3.8
"8412","Potter Valley","USA",3.8
"8413","Soledad","USA",3.8
"8414","Tamalpais-Homestead Valley","USA",3.8
"8415","Tomales","USA",3.8
"8416","Bayfield","USA",3.8
"8417","Beaver Creek","USA",3.8
"8418","Parkland","USA",3.8
"8419","Wellington","USA",3.8
"8420","Beech Grove","USA",3.8
"8421","Gilford","USA",3.8
"8422","Jemez Springs","USA",3.8
"8423","Whitehouse","USA",3.8
"8424","Corbett","USA",3.8
"8425","McMinnville","USA",3.8
"8426","Monmouth","USA",3.8
"8427","Upper Saint Clair","USA",3.8
"8428","Vernal","USA",3.8
"8429","Ferrisburgh","USA",3.8
"8430","Brier","USA",3.8
"8431","Concrete","USA",3.8
"8432","Index","USA",3.8
"8433","Monroe","USA",3.8
"8434","Shelton","USA",3.8
"8435","Stevenson","USA",3.8
"8436","Sultan","USA",3.8
"8437","Merriwa","Australia",3.7
"8438","Boyne Island","Australia",3.7
"8439","Edwardstown","Australia",3.7
"8440","Reichraming","Austria",3.7
"8441","Bertrix","Belgium",3.7
"8442","Comox","Canada",3.7
"8443","West Vancouver","Canada",3.7
"8444","Grande-Digue","Canada",3.7
"8445","Moncton","Canada",3.7
"8446","Robinson Corner","Canada",3.7
"8447","Wellington","Canada",3.7
"8448","Cabano","Canada",3.7
"8449","Riviere-du-Loup","Canada",3.7
"8450","Saint-Louis-du-Ha Ha","Canada",3.7
"8451","Aptos Hills-Larkin Valley","USA",3.7
"8452","Arroyo Grande","USA",3.7
"8453","Bonny Doon","USA",3.7
"8454","Butte Creek Canyon","USA",3.7
"8455","Cazadero","USA",3.7
"8456","East Richmond Heights","USA",3.7
"8457","El Granada","USA",3.7
"8458","Eldridge","USA",3.7
"8459","Greenfield","USA",3.7
"8460","Janesville","USA",3.7
"8461","Lompoc","USA",3.7
"8462","Los Gatos","USA",3.7
"8463","Marina","USA",3.7
"8464","Montecito","USA",3.7
"8465","Nicasio","USA",3.7
"8466","Portola Valley","USA",3.7
"8467","Prunedale","USA",3.7
"8468","San Bruno","USA",3.7
"8469","Saratoga","USA",3.7
"8470","Soquel","USA",3.7
"8471","Tahoe City","USA",3.7
"8472","Tiburon","USA",3.7
"8473","Carbondale","USA",3.7
"8474","Clark","USA",3.7
"8475","Frisco","USA",3.7
"8476","Paonia","USA",3.7
"8477","Silverthorne","USA",3.7
"8478","Snowmass Village","USA",3.7
"8479","Steamboat Springs","USA",3.7
"8480","Fish Haven","USA",3.7
"8481","Vinalhaven","USA",3.7
"8482","Freetown","USA",3.7
"8483","Big Arm","USA",3.7
"8484","Coos Bay","USA",3.7
"8485","Monroe","USA",3.7
"8486","Williams","USA",3.7
"8487","Fairview","USA",3.7
"8488","Price","USA",3.7
"8489","Spring City","USA",3.7
"8490","Bryn Mawr-Skyway","USA",3.7
"8491","Dayton","USA",3.7
"8492","Duvall","USA",3.7
"8493","Fox Island","USA",3.7
"8494","Kirkland","USA",3.7
"8495","Lake Marcel-Stillwater","USA",3.7
"8496","Mercer Island","USA",3.7
"8497","Mukilteo","USA",3.7
"8498","Port Hadlock-Irondale","USA",3.7
"8499","Redmond","USA",3.7
"8500","Steilacoom","USA",3.7
"8501","Valentine","Australia",3.6
"8502","Toowoomba","Australia",3.6
"8503","Peterborough","Australia",3.6
"8504","Kalgoorlie","Australia",3.6
"8505","Swanbourne","Australia",3.6
"8506","Richmond","Canada",3.6
"8507","Mistissini","Canada",3.6
"8508","Saint-Pierre","France",3.6
"8509","Clearlake","USA",3.6
"8510","Day Valley","USA",3.6
"8511","El Cerrito","USA",3.6
"8512","Lompico","USA",3.6
"8513","Lucerne","USA",3.6
"8514","Millbrae","USA",3.6
"8515","Moss Beach","USA",3.6
"8516","Pacific Grove","USA",3.6
"8517","San Luis Obispo","USA",3.6
"8518","Scotts Valley","USA",3.6
"8519","Sea Ranch","USA",3.6
"8520","Sebastopol","USA",3.6
"8521","Crested Butte","USA",3.6
"8522","LaPlace","USA",3.6
"8523","Parole","USA",3.6
"8524","Templeton","USA",3.6
"8525","Harbor Springs","USA",3.6
"8526","Socorro","USA",3.6
"8527","Elkton","USA",3.6
"8528","Blaine","USA",3.6
"8529","Hansville","USA",3.6
"8530","Maltby","USA",3.6
"8531","Woodway","USA",3.6
"8532","Yarrow Point","USA",3.6
"8533","Rock Springs","USA",3.6
"8534","Worland","USA",3.6
"8535","Arcadia","Australia",3.5
"8536","Triabunna","Australia",3.5
"8537","Vielsalm","Belgium",3.5
"8538","Delta","Canada",3.5
"8539","Kitimat","Canada",3.5
"8540","Merritt","Canada",3.5
"8541","Squamish","Canada",3.5
"8542","Antigonish","Canada",3.5
"8543","Lake Major","Canada",3.5
"8544","Montague","Canada",3.5
"8545","Haines Junction","Canada",3.5
"8546","Nivala","Finland",3.5
"8547","Nikiski","USA",3.5
"8548","Carmel Valley","USA",3.5
"8549","Carmel Valley Village","USA",3.5
"8550","Del Rey Oaks","USA",3.5
"8551","Fortuna","USA",3.5
"8552","Lakeport","USA",3.5
"8553","Los Osos","USA",3.5
"8554","Montara","USA",3.5
"8555","Monte Rio","USA",3.5
"8556","Monterey","USA",3.5
"8557","Scotia","USA",3.5
"8558","Shingletown","USA",3.5
"8559","Stanford","USA",3.5
"8560","Vandenberg Village","USA",3.5
"8561","Woodside","USA",3.5
"8562","Gypsum","USA",3.5
"8563","Manitou Springs","USA",3.5
"8564","Hilo","USA",3.5
"8565","Kapolei","USA",3.5
"8566","Nantucket","USA",3.5
"8567","Westwood","USA",3.5
"8568","Grand Marais","USA",3.5
"8569","Florence","USA",3.5
"8570","Forest Grove","USA",3.5
"8571","Veneta","USA",3.5
"8572","Bellevue","USA",3.5
"8573","City of Sammamish","USA",3.5
"8574","Clyde Hill","USA",3.5
"8575","Cottage Lake","USA",3.5
"8576","Decatur Island","USA",3.5
"8577","Kingston","USA",3.5
"8578","Renton","USA",3.5
"8579","Snohomish","USA",3.5
"8580","University Place","USA",3.5
"8581","Picton","Australia",3.4
"8582","Mount Gravatt East","Australia",3.4
"8583","Paddington","Australia",3.4
"8584","Wynnum","Australia",3.4
"8585","Wynnum West","Australia",3.4
"8586","Glenorchy","Australia",3.4
"8587","Queenstown","Australia",3.4
"8588","Oistins","Barbados",3.4
"8589","Bowen Island","Canada",3.4
"8590","Sechelt","Canada",3.4
"8591","Thompson-Nicola","Canada",3.4
"8592","Kentville","Canada",3.4
"8593","Les Escoumins","Canada",3.4
"8594","Waskaganish","Canada",3.4
"8595","Arâches-la-Frasse","France",3.4
"8596","Grindavik","Iceland",3.4
"8597","Macomer","Italy",3.4
"8598","Beyneu","Kazakhstan",3.4
"8599","Bodø","Norway",3.4
"8600","Ponte de Lima","Portugal",3.4
"8601","Albalat dels Tarongers","Spain",3.4
"8602","Cambria","USA",3.4
"8603","Cloverdale","USA",3.4
"8604","Fetters Hot Springs-Agua Caliente","USA",3.4
"8605","Hamburg","USA",3.4
"8606","Honeydew","USA",3.4
"8607","La Honda","USA",3.4
"8608","Muir Beach","USA",3.4
"8609","Redway","USA",3.4
"8610","Bar Harbor","USA",3.4
"8611","East Longmeadow","USA",3.4
"8612","West Yellowstone","USA",3.4
"8613","Conway","USA",3.4
"8614","Silver City","USA",3.4
"8615","Lansing","USA",3.4
"8616","Alsea","USA",3.4
"8617","Government Camp","USA",3.4
"8618","Scappoose","USA",3.4
"8619","Oquirrh","USA",3.4
"8620","Artondale","USA",3.4
"8621","Bow","USA",3.4
"8622","Cle Elum","USA",3.4
"8623","Eatonville","USA",3.4
"8624","Fall City","USA",3.4
"8625","Ferndale","USA",3.4
"8626","Manchester","USA",3.4
"8627","Port Angeles","USA",3.4
"8628","Sammamish","USA",3.4
"8629","Rand","Australia",3.3
"8630","Warradale","Australia",3.3
"8631","Copping","Australia",3.3
"8632","George Town","Australia",3.3
"8633","West Ulverstone","Australia",3.3
"8634","Brigadoon","Australia",3.3
"8635","Baie Verte","Canada",3.3
"8636","Alftanes","Iceland",3.3
"8637","Húsavík","Iceland",3.3
"8638","Auckland","New Zealand",3.3
"8639","Angwin","USA",3.3
"8640","Buellton","USA",3.3
"8641","Elk","USA",3.3
"8642","Fairfax","USA",3.3
"8643","McKinleyville","USA",3.3
"8644","Taft","USA",3.3
"8645","Watsonville","USA",3.3
"8646","Surry","USA",3.3
"8647","Acushnet","USA",3.3
"8648","Middleborough","USA",3.3
"8649","L'Anse","USA",3.3
"8650","Summerlin South","USA",3.3
"8651","Troy","USA",3.3
"8652","Galisteo","USA",3.3
"8653","Slate Hill","USA",3.3
"8654","Brookings","USA",3.3
"8655","Gold Beach","USA",3.3
"8656","Pacific City","USA",3.3
"8657","Aberdeen","USA",3.3
"8658","Ames Lake","USA",3.3
"8659","Bainbridge Island","USA",3.3
"8660","Carson","USA",3.3
"8661","Elma","USA",3.3
"8662","Langley","USA",3.3
"8663","Mattawa","USA",3.3
"8664","North Bend","USA",3.3
"8665","Port Townsend","USA",3.3
"8666","Sumas","USA",3.3
"8667","Trout Lake","USA",3.3
"8668","Union Hill-Novelty Hill","USA",3.3
"8669","Woodinville","USA",3.3
"8670","Rhinelander","USA",3.3
"8671","Gowrie","Australia",3.2
"8672","Dubbo","Australia",3.2
"8673","Ormond","Australia",3.2
"8674","Saint George's","Grenada",3.2
"8675","Portoscuso","Italy",3.2
"8676","Alacant","Spain",3.2
"8677","Castello de la Plana","Spain",3.2
"8678","Knik-Fairview","USA",3.2
"8679","Anchor Bay","USA",3.2
"8680","Carmel-by-the-Sea","USA",3.2
"8681","Cascade Shores","USA",3.2
"8682","Fiddletown","USA",3.2
"8683","Lexington Hills","USA",3.2
"8684","Pleasure Point","USA",3.2
"8685","Colebrook","USA",3.2
"8686","West Palm Beach","USA",3.2
"8687","Kea'au","USA",3.2
"8688","Friendship","USA",3.2
"8689","Holbrook","USA",3.2
"8690","Barrington","USA",3.2
"8691","Manzanita","USA",3.2
"8692","Burlington","USA",3.2
"8693","Camano","USA",3.2
"8694","Gold Bar","USA",3.2
"8695","Greenbank","USA",3.2
"8696","Oak Harbor","USA",3.2
"8697","Pacific Beach","USA",3.2
"8698","Raymond","USA",3.2
"8699","Seabeck","USA",3.2
"8700","Tulalip Bay","USA",3.2
"8701","Deniliquin","Australia",3.1
"8702","Moruya Heads","Australia",3.1
"8703","Temora","Australia",3.1
"8704","Bracken Ridge","Australia",3.1
"8705","Smithton","Australia",3.1
"8706","Bridgetown","Barbados",3.1
"8707","Crane","Barbados",3.1
"8708","Grand Bank","Canada",3.1
"8709","Kingston","Canada",3.1
"8710","Saint-Joseph","France",3.1
"8711","Queenstown","New Zealand",3.1
"8712","Anchorage","USA",3.1
"8713","Metlakatla","USA",3.1
"8714","Albion","USA",3.1
"8715","Baywood Park","USA",3.1
"8716","Brooktrails","USA",3.1
"8717","Manchester","USA",3.1
"8718","Marshall","USA",3.1
"8719","Navarro","USA",3.1
"8720","Guilford","USA",3.1
"8721","Durand","USA",3.1
"8722","Mayhill","USA",3.1
"8723","Agness","USA",3.1
"8724","Bellingham","USA",3.1
"8725","Cathlamet","USA",3.1
"8726","Issaquah","USA",3.1
"8727","Lopez Island","USA",3.1
"8728","Mount Vernon","USA",3.1
"8729","Port Orchard","USA",3.1
"8730","Sequim","USA",3.1
"8731","Vashon","USA",3.1
"8732","Whatcom","USA",3.1
"8733","Hillston","Australia",3
"8734","Nimbin","Australia",3
"8735","Parkes","Australia",3
"8736","Trenayr","Australia",3
"8737","Bundaberg North","Australia",3
"8738","Bow Island","Canada",3
"8739","Campbell River","Canada",3
"8740","Ladysmith","Canada",3
"8741","Sointula","Canada",3
"8742","Corner Brook","Canada",3
"8743","Utö","Finland",3
"8744","Mantes-la-Jolie","France",3
"8745","Faro","Portugal",3
"8746","Santana","Portugal",3
"8747","Aguadilla","Puerto Rico",3
"8748","Annapolis","USA",3
